date,1. open,2. high,3. low,4. close,5. volume
2006-07-17,213.81,213.86,212.7,213.07,0.0
2006-07-14,212.67,213.69,212.58,213.5,0.0
2006-07-13,211.75,212.8,211.37,212.71,0.0
2006-07-12,210.73,212.01,210.61,211.81,0.0
2006-07-11,210.37,210.96,210.0,210.72,0.0
2006-07-10,210.63,210.92,209.5,210.36,0.0
2006-07-07,211.46,211.81,209.67,211.0,0.0
2006-07-06,212.12,212.32,211.17,211.5,0.0
2006-07-05,211.93,212.47,211.46,212.18,0.0
2006-07-04,211.22,211.97,210.94,211.89,0.0
2006-07-03,211.15,211.88,210.74,211.27,0.0
2006-06-30,210.16,211.76,209.78,211.53,0.0
2006-06-29,211.65,211.91,209.86,210.11,0.0
2006-06-28,211.8,212.02,211.1,211.68,0.0
2006-06-27,211.92,212.33,211.38,211.72,0.0
2006-06-26,211.94,212.12,211.31,211.96,0.0
2006-06-23,212.23,212.43,210.85,211.9,0.0
2006-06-22,211.88,212.6,211.38,212.26,0.0
2006-06-21,211.6,212.36,211.18,211.88,0.0
2006-06-20,212.47,212.61,211.24,211.62,0.0
2006-06-19,213.1,213.7,211.89,212.54,0.0
2006-06-16,212.24,213.23,212.12,212.86,0.0
2006-06-15,211.87,212.79,211.6,212.21,0.0
2006-06-14,211.51,212.45,211.0,211.87,0.0
2006-06-13,210.78,212.05,210.44,211.49,0.0
2006-06-12,209.82,210.92,209.78,210.76,0.0
2006-06-09,210.25,210.32,209.54,209.76,0.0
2006-06-08,210.49,211.13,210.14,210.38,0.0
2006-06-07,210.6,210.99,210.33,210.51,0.0
2006-06-06,210.03,211.21,209.84,210.6,0.0
2006-06-05,210.25,210.86,209.5,209.99,0.0
2006-06-02,210.06,210.74,209.77,210.12,0.0
2006-06-01,210.74,210.86,209.84,210.0,0.0
2006-05-31,211.02,211.36,209.75,210.7,0.0
2006-05-30,208.97,211.48,208.91,211.24,0.0
2006-05-29,209.25,209.32,208.67,208.91,0.0
2006-05-26,209.59,209.84,208.58,209.21,0.0
2006-05-25,210.92,211.08,208.98,209.6,0.0
2006-05-24,210.39,211.22,210.18,210.92,0.0
2006-05-23,209.99,210.71,209.06,210.22,0.0
2006-05-22,209.87,211.13,209.35,210.03,0.0
2006-05-19,209.83,210.22,209.03,209.79,0.0
2006-05-18,208.97,210.02,208.11,209.81,0.0
2006-05-17,207.05,209.14,206.12,208.86,0.0
2006-05-16,207.55,208.05,206.89,207.07,0.0
2006-05-15,207.92,208.37,206.89,207.57,0.0
2006-05-12,208.21,209.03,207.13,208.44,0.0
2006-05-11,206.21,208.43,205.96,208.18,0.0
2006-05-10,207.31,207.49,205.31,206.03,0.0
2006-05-09,207.55,207.65,206.61,207.29,0.0
2006-05-08,208.43,208.91,206.84,207.62,0.0
2006-05-05,210.21,211.0,208.59,209.05,0.0
2006-05-04,209.3,210.63,209.0,210.32,0.0
2006-05-03,208.56,209.52,207.86,209.3,0.0
2006-05-02,207.02,208.86,207.02,208.58,0.0
2006-05-01,207.22,207.67,206.12,206.96,0.0
2006-04-28,205.64,207.69,205.5,207.55,0.0
2006-04-27,204.88,205.86,203.8,205.7,0.0
2006-04-26,205.33,205.84,204.5,204.86,0.0
2006-04-25,204.88,205.53,204.09,205.22,0.0
2006-04-24,207.08,207.08,205.61,206.65,0.0
2006-04-21,208.74,209.73,207.67,207.88,0.0
2006-04-20,210.19,210.5,208.73,208.85,0.0
2006-04-19,208.76,210.79,208.12,210.12,0.0
2006-04-18,208.45,209.23,208.25,208.71,0.0
2006-04-17,207.8,208.72,207.5,208.48,0.0
2006-04-14,207.67,207.97,207.54,207.74,0.0
2006-04-13,207.34,208.04,207.09,207.7,0.0
2006-04-12,206.85,207.56,206.17,207.35,0.0
2006-04-11,206.34,207.35,206.06,206.82,0.0
2006-04-10,205.92,206.87,205.6,206.33,0.0
2006-04-07,206.34,206.59,205.11,206.22,0.0
2006-04-06,205.76,206.85,205.53,206.32,0.0
2006-04-05,206.24,206.27,205.16,205.8,0.0
2006-04-04,204.81,206.34,204.37,206.24,0.0
2006-04-03,204.4,205.27,204.03,204.84,0.0
2006-03-31,204.81,205.31,204.05,204.34,0.0
2006-03-30,204.19,205.16,203.85,204.88,0.0
2006-03-29,205.52,205.58,203.98,204.17,0.0
2006-03-28,203.86,205.78,203.13,205.48,0.0
2006-03-27,204.78,205.02,203.3,203.81,0.0
2006-03-24,204.49,205.71,204.21,204.69,0.0
2006-03-23,204.38,204.71,203.49,204.43,0.0
2006-03-22,204.92,205.22,203.83,204.36,0.0
2006-03-21,204.34,204.99,203.58,204.95,0.0
2006-03-20,203.69,204.39,202.75,204.35,0.0
2006-03-17,205.24,205.42,203.15,203.5,0.0
2006-03-16,205.09,205.83,204.98,205.22,0.0
2006-03-15,205.28,205.69,204.67,205.07,0.0
2006-03-14,205.71,206.07,204.65,205.3,0.0
2006-03-13,205.1,206.19,204.83,205.84,0.0
2006-03-10,205.12,205.95,204.76,205.51,0.0
2006-03-09,204.86,205.48,203.65,205.08,0.0
2006-03-08,204.53,205.1,203.75,204.82,0.0
2006-03-07,205.75,205.85,203.94,204.58,0.0
2006-03-06,204.29,206.09,204.03,205.67,0.0
2006-03-03,203.15,204.63,202.66,204.24,0.0
2006-03-02,203.13,203.51,202.49,203.18,0.0
2006-03-01,202.99,204.2,202.54,203.07,0.0
2006-02-28,201.98,203.45,201.9,202.99,0.0
2006-02-27,203.78,204.22,201.63,202.11,0.0
2006-02-24,205.05,205.16,203.62,203.93,0.0
2006-02-23,206.62,206.68,204.66,205.12,0.0
2006-02-22,207.17,207.45,205.98,206.67,0.0
2006-02-21,206.13,207.77,206.1,207.15,0.0
2006-02-20,205.72,206.37,205.59,206.14,0.0
2006-02-17,205.83,206.12,205.58,205.72,0.0
2006-02-16,205.15,205.28,204.08,204.48,0.0
2006-02-15,203.78,205.4,203.6,205.19,0.0
2006-02-14,204.99,205.1,202.89,203.73,0.0
2006-02-13,205.37,205.65,204.8,204.98,0.0
2006-02-10,206.91,207.3,204.75,205.75,0.0
2006-02-09,206.38,207.18,205.95,206.89,0.0
2006-02-08,205.75,206.69,205.15,206.38,0.0
2006-02-07,208.0,208.19,205.4,205.65,0.0
2006-02-06,209.36,209.62,207.49,207.97,0.0
2006-02-03,211.09,211.11,209.35,209.55,0.0
2006-02-02,209.38,211.11,209.2,211.09,0.0
2006-02-01,208.5,209.87,208.21,209.39,0.0
2006-01-31,207.97,208.99,207.27,208.53,0.0
2006-01-30,207.36,208.31,206.94,207.96,0.0
2006-01-27,207.23,208.22,206.5,207.28,0.0
2006-01-26,206.6,207.62,206.12,207.22,0.0
2006-01-25,204.63,207.12,204.57,206.59,0.0
2006-01-24,204.44,205.1,204.06,204.62,0.0
2006-01-23,204.0,204.92,203.33,204.35,0.0
2006-01-20,203.02,204.18,202.29,204.12,0.0
2006-01-19,203.21,203.37,201.97,202.96,0.0
2006-01-18,204.02,204.47,202.72,203.18,0.0
2006-01-17,203.24,204.34,202.35,204.05,0.0
2006-01-16,202.86,203.5,202.27,203.24,0.0
2006-01-13,201.2,203.17,201.13,202.77,0.0
2006-01-12,201.33,201.9,200.63,201.27,0.0
2006-01-11,201.75,202.33,200.49,201.33,0.0
2006-01-10,202.0,202.6,201.48,201.69,0.0
2006-01-09,201.65,202.71,201.07,202.08,0.0
2006-01-06,203.47,204.03,202.01,202.5,0.0
2006-01-05,204.16,204.54,202.87,203.47,0.0
2006-01-04,202.81,204.76,202.32,204.1,0.0
2006-01-03,202.74,203.1,202.18,202.81,0.0
2006-01-02,202.47,203.47,202.13,202.69,0.0
2005-12-30,203.26,203.59,201.82,202.97,0.0
2005-12-29,202.4,203.51,202.07,203.2,0.0
2005-12-28,202.78,203.85,201.79,202.37,0.0
2005-12-27,201.53,203.51,201.44,202.78,0.0
2005-12-26,201.55,202.36,201.15,201.53,0.0
2005-12-23,202.62,203.01,201.13,201.69,0.0
2005-12-22,204.74,205.19,202.31,202.67,0.0
2005-12-21,205.69,205.99,204.07,204.74,0.0
2005-12-20,204.4,205.98,204.38,205.41,0.0
2005-12-19,205.05,206.53,204.08,204.38,0.0
2005-12-16,205.19,206.32,203.87,205.04,0.0
2005-12-15,208.08,208.6,205.2,205.25,0.0
2005-12-14,212.25,212.63,206.88,208.04,0.0
2005-12-13,212.65,213.03,211.85,212.21,0.0
2005-12-12,211.58,212.89,211.13,212.64,0.0
2005-12-09,210.97,211.8,210.34,211.6,0.0
2005-12-08,209.86,211.0,208.82,210.9,0.0
2005-12-07,210.32,210.48,209.1,209.8,0.0
2005-12-06,210.41,211.36,209.72,210.33,0.0
2005-12-05,209.48,210.6,209.33,210.42,0.0
2005-12-02,208.63,209.6,207.89,208.85,0.0
2005-12-01,207.19,208.99,206.85,208.57,0.0
2005-11-30,205.5,207.56,205.13,207.2,0.0
2005-11-29,205.46,205.78,204.99,205.57,0.0
2005-11-28,204.96,205.51,204.29,205.49,0.0
2005-11-25,204.85,205.69,204.66,204.95,0.0
2005-11-24,204.72,205.22,204.19,204.84,0.0
2005-11-23,204.52,204.86,203.64,204.7,0.0
2005-11-22,204.23,204.84,203.41,204.57,0.0
2005-11-21,204.49,205.08,203.87,204.21,0.0
2005-11-18,204.02,204.81,203.7,204.53,0.0
2005-11-17,204.57,204.84,203.62,204.01,0.0
2005-11-16,206.32,206.95,204.07,204.55,0.0
2005-11-15,206.26,206.85,205.96,206.32,0.0
2005-11-14,205.54,207.11,205.22,206.35,0.0
2005-11-11,205.78,205.8,204.74,205.19,0.0
2005-11-10,204.84,206.26,204.44,205.8,0.0
2005-11-09,204.51,205.02,203.68,204.85,0.0
2005-11-08,205.2,205.36,203.77,204.51,0.0
2005-11-07,206.7,206.84,204.77,205.2,0.0
2005-11-04,207.38,208.14,206.34,206.89,0.0
2005-11-03,207.63,208.01,207.14,207.38,0.0
2005-11-02,206.05,207.68,205.68,207.65,0.0
2005-11-01,206.0,206.6,205.35,206.05,0.0
2005-10-31,205.27,206.61,205.06,206.0,0.0
2005-10-28,205.72,205.87,204.91,205.07,0.0
2005-10-27,205.67,206.38,205.14,205.72,0.0
2005-10-26,205.08,205.83,204.75,205.71,0.0
2005-10-25,204.09,205.38,203.74,205.12,0.0
2005-10-24,204.54,204.84,203.66,204.09,0.0
2005-10-21,204.52,205.56,204.37,204.82,0.0
2005-10-20,203.45,204.72,203.19,204.54,0.0
2005-10-19,202.49,203.77,202.02,203.44,0.0
2005-10-18,201.47,202.67,201.36,202.49,0.0
2005-10-17,201.81,201.99,201.15,201.47,0.0
2005-10-14,200.95,201.82,200.61,201.75,0.0
2005-10-13,200.35,201.39,199.99,200.95,0.0
2005-10-12,199.84,200.59,199.46,200.31,0.0
2005-10-11,200.33,200.45,199.04,199.84,0.0
2005-10-10,200.29,200.6,199.78,200.33,0.0
2005-10-07,201.42,201.63,200.04,200.29,0.0
2005-10-06,200.78,202.03,200.77,201.44,0.0
2005-10-05,201.0,201.23,200.19,200.78,0.0
2005-10-04,200.22,201.24,200.1,200.98,0.0
2005-10-03,200.15,200.68,199.74,200.18,0.0
2005-09-30,199.15,200.68,198.83,200.15,0.0
2005-09-29,199.76,199.99,198.86,199.2,0.0
2005-09-28,200.08,200.38,197.91,199.76,0.0
2005-09-27,199.44,200.48,199.16,200.08,0.0
2005-09-26,199.2,199.74,198.89,199.44,0.0
2005-09-23,199.81,200.15,198.79,199.81,0.0
2005-09-22,201.5,202.01,199.47,199.82,0.0
2005-09-21,201.37,201.83,200.9,201.48,0.0
2005-09-20,200.87,201.62,200.46,201.4,0.0
2005-09-19,201.29,201.29,200.41,200.91,0.0
2005-09-16,199.81,201.51,199.75,201.29,0.0
2005-09-15,201.03,201.57,198.98,199.81,0.0
2005-09-14,201.59,202.19,200.79,201.05,0.0
2005-09-13,200.7,202.27,200.5,201.57,0.0
2005-09-12,201.73,201.73,199.93,200.65,0.0
2005-09-09,202.82,203.39,201.49,201.73,0.0
2005-09-08,201.99,203.49,201.91,202.82,0.0
2005-09-07,201.81,202.66,201.07,201.99,0.0
2005-09-06,201.21,202.41,200.89,201.83,0.0
2005-09-05,202.23,202.23,200.97,201.21,0.0
2005-09-02,201.37,202.39,200.74,202.23,0.0
2005-09-01,199.52,201.56,199.37,201.35,0.0
2005-08-31,198.59,199.97,198.48,199.48,0.0
2005-08-30,198.66,199.23,198.38,198.61,0.0
2005-08-29,198.46,199.46,198.1,198.66,0.0
2005-08-26,198.29,198.7,197.53,198.28,0.0
2005-08-25,198.43,198.78,197.7,198.32,0.0
2005-08-24,197.95,198.67,197.61,198.41,0.0
2005-08-23,197.57,198.12,197.17,197.9,0.0
2005-08-22,198.18,198.71,196.67,197.53,0.0
2005-08-19,198.19,198.76,197.71,198.18,0.0
2005-08-18,198.24,199.37,198.04,198.18,0.0
2005-08-17,198.35,198.79,197.64,198.24,0.0
2005-08-16,197.96,198.43,197.26,198.35,0.0
2005-08-15,198.37,199.02,197.45,197.95,0.0
2005-08-12,198.63,199.05,198.33,198.37,0.0
2005-08-11,198.66,199.14,198.01,198.63,0.0
2005-08-10,199.87,200.0,198.16,198.75,0.0
2005-08-09,200.1,200.27,199.41,199.92,0.0
2005-08-08,199.1,200.26,198.99,200.1,0.0
2005-08-05,198.01,199.29,197.81,199.1,0.0
2005-08-04,197.47,198.58,196.84,198.01,0.0
2005-08-03,197.28,198.56,197.1,197.47,0.0
2005-08-02,198.43,198.66,195.87,197.28,0.0
2005-08-01,197.66,198.71,197.26,198.43,0.0
2005-07-29,196.87,197.82,196.38,197.66,0.0
2005-07-28,195.98,197.32,195.47,196.9,0.0
2005-07-27,195.4,196.29,195.12,195.92,0.0
2005-07-26,194.64,195.9,193.79,195.4,0.0
2005-07-25,193.52,195.58,193.35,194.64,0.0
2005-07-22,193.27,194.99,192.93,193.52,0.0
2005-07-21,196.22,196.85,192.61,193.27,0.0
2005-07-20,196.22,196.87,195.95,196.35,0.0
2005-07-19,196.08,196.61,195.94,196.17,0.0
2005-07-18,195.45,197.01,195.43,195.62,0.0
2005-07-15,197.22,197.54,196.41,196.42,0.0
2005-07-14,197.22,197.73,197.06,197.13,0.0
2005-07-13,197.26,197.48,197.13,197.34,0.0
2005-07-12,197.11,197.27,196.89,197.1,0.0
2005-07-11,196.35,196.82,196.21,196.29,0.0
2005-07-08,195.34,195.84,194.43,194.98,0.0
2005-07-07,195.34,196.94,195.15,195.24,0.0
2005-07-06,196.84,197.34,196.45,196.61,0.0
2005-07-05,196.03,196.75,195.96,196.16,0.0
2005-07-04,196.26,197.46,196.13,196.28,0.0
2005-07-01,198.55,198.94,196.96,197.46,0.0
2005-06-30,198.55,199.74,198.25,198.27,0.0
2005-06-29,199.38,200.39,199.34,199.45,0.0
2005-06-28,199.66,200.32,199.33,199.55,0.0
2005-06-27,199.85,200.15,199.66,199.82,0.0
2005-06-24,197.62,199.3,197.48,198.85,0.0
2005-06-23,197.62,198.32,197.48,197.6,0.0
2005-06-22,198.23,198.82,198.13,198.21,0.0
2005-06-21,197.94,199.57,197.8,198.03,0.0
2005-06-20,199.34,199.77,199.21,199.49,0.0
2005-06-17,198.74,199.08,197.95,198.7,0.0
2005-06-16,198.58,199.28,198.44,198.49,0.0
2005-06-15,199.14,199.3,197.32,198.92,0.0
2005-06-14,197.64,198.03,197.58,197.58,0.0
2005-06-13,197.84,198.13,197.83,197.9,0.0
2005-06-10,196.7,196.98,195.25,196.85,0.0
2005-06-09,195.61,196.18,195.45,195.51,0.0
2005-06-08,195.71,196.53,195.38,195.54,0.0
2005-06-07,195.59,195.79,194.6,195.6,0.0
2005-06-06,194.94,195.58,194.94,194.96,0.0
2005-06-03,195.27,196.68,195.25,195.39,0.0
2005-06-02,196.53,197.02,196.45,196.48,0.0
2005-06-01,196.64,197.66,196.6,196.66,0.0
2005-05-31,196.88,197.36,195.78,197.09,0.0
2005-05-30,196.88,197.18,196.71,196.82,0.0
2005-05-27,196.38,197.13,196.21,196.82,0.0
2005-05-26,196.38,197.73,196.28,196.5,0.0
2005-05-25,197.21,197.44,197.08,197.08,0.0
2005-05-24,196.5,197.21,196.38,196.69,0.0
2005-05-23,196.94,197.64,196.83,196.9,0.0
2005-05-20,197.34,197.94,197.19,197.64,0.0
2005-05-19,197.34,197.77,197.28,197.48,0.0
2005-05-18,196.66,197.41,196.57,196.81,0.0
2005-05-17,197.01,197.44,196.95,197.11,0.0
2005-05-16,196.34,199.03,196.08,196.41,0.0
2005-05-13,199.19,199.45,198.18,198.24,0.0
2005-05-12,199.19,199.25,198.99,199.04,0.0
2005-05-11,197.88,199.35,197.84,198.03,0.0
2005-05-10,198.82,199.28,198.2,198.68,0.0
2005-05-09,198.88,199.32,198.83,199.2,0.0
2005-05-06,198.99,199.6,198.08,198.69,0.0
2005-05-05,198.99,199.18,198.76,198.95,0.0
2005-05-04,198.59,199.18,198.55,198.83,0.0
2005-05-03,198.54,199.41,198.54,198.67,0.0
2005-05-02,198.92,200.87,198.86,199.12,0.0
2005-04-29,202.19,202.48,199.67,199.82,0.0
2005-04-28,202.19,202.47,202.03,202.34,0.0
2005-04-27,201.92,202.64,201.39,201.4,0.0
2005-04-26,201.94,202.47,201.9,202.13,0.0
2005-04-25,201.87,202.94,201.75,202.08,0.0
2005-04-22,203.95,204.35,202.35,202.94,0.0
2005-04-21,203.95,205.35,203.81,203.96,0.0
2005-04-20,204.97,205.35,204.89,205.26,0.0
2005-04-19,204.91,205.28,204.6,204.77,0.0
2005-04-18,204.68,204.81,204.39,204.49,0.0
2005-04-15,203.45,204.3,203.23,203.8,0.0
2005-04-14,203.31,203.76,202.98,203.4,0.0
2005-04-13,203.74,203.89,202.62,203.23,0.0
2005-04-12,203.85,204.68,203.25,203.72,0.0
2005-04-11,204.05,204.29,203.4,203.83,0.0
2005-04-08,203.04,204.24,202.65,203.8,0.0
2005-04-07,203.04,204.46,202.97,203.19,0.0
2005-04-06,204.21,204.47,204.09,204.21,0.0
2005-04-05,203.21,204.02,203.19,203.45,0.0
2005-04-04,203.03,203.34,202.96,203.15,0.0
2005-04-01,202.52,203.0,201.91,202.33,0.0
2005-03-31,202.21,202.69,200.75,202.49,0.0
2005-03-30,201.51,202.5,201.08,201.97,0.0
2005-03-29,199.99,201.79,199.84,201.55,0.0
2005-03-28,198.84,200.23,198.5,200.02,0.0
2005-03-25,198.83,199.11,198.52,198.8,0.0
2005-03-24,198.02,199.3,197.86,198.64,0.0
2005-03-23,198.83,199.22,197.5,197.99,0.0
2005-03-22,198.83,199.88,198.55,199.14,0.0
2005-03-21,199.47,201.25,199.11,199.44,0.0
2005-03-18,201.21,201.52,200.22,201.25,0.0
2005-03-17,200.52,201.44,200.22,201.19,0.0
2005-03-16,200.52,200.97,199.47,200.55,0.0
2005-03-15,199.82,200.99,199.64,199.94,0.0
2005-03-14,200.82,201.47,199.52,200.55,0.0
2005-03-11,200.05,200.41,199.52,200.27,0.0
2005-03-10,200.05,201.19,199.72,200.07,0.0
2005-03-09,200.16,201.97,199.55,200.14,0.0
2005-03-08,201.91,202.0,200.83,201.85,0.0
2005-03-07,201.32,201.69,200.86,201.32,0.0
2005-03-04,201.02,201.61,200.6,201.44,0.0
2005-03-03,200.69,200.97,200.0,200.72,0.0
2005-03-02,200.27,200.94,199.97,200.38,0.0
2005-03-01,200.32,201.0,199.91,200.52,0.0
2005-02-28,200.83,201.91,200.05,200.97,0.0
2005-02-25,201.38,201.99,200.39,201.86,0.0
2005-02-24,201.38,201.58,199.41,201.27,0.0
2005-02-23,200.19,200.42,198.6,200.07,0.0
2005-02-22,198.96,200.3,198.24,198.78,0.0
2005-02-21,200.14,200.61,199.75,200.14,0.0
2005-02-18,199.9,200.54,199.18,200.15,0.0
2005-02-17,198.51,200.07,198.23,199.96,0.0
2005-02-16,197.85,199.04,197.49,198.55,0.0
2005-02-15,198.58,198.76,197.11,197.92,0.0
2005-02-14,197.49,198.67,196.23,198.6,0.0
2005-02-11,197.59,198.16,196.74,197.51,0.0
2005-02-10,196.51,197.93,196.0,197.58,0.0
2005-02-09,195.91,196.87,195.6,196.46,0.0
2005-02-08,194.7,196.7,194.43,195.85,0.0
2005-02-07,195.4,195.9,194.46,194.76,0.0
2005-02-04,196.74,196.77,194.69,195.05,0.0
2005-02-03,195.7,196.94,195.24,196.72,0.0
2005-02-02,195.13,195.98,194.85,195.7,0.0
2005-02-01,195.1,195.7,194.87,195.17,0.0
2005-01-31,195.13,195.51,194.62,195.13,0.0
2005-01-28,194.66,195.32,193.5,195.15,0.0
2005-01-27,193.79,194.87,193.73,194.61,0.0
2005-01-26,194.15,194.42,192.9,193.8,0.0
2005-01-25,193.03,194.54,192.41,194.13,0.0
2005-01-24,192.93,193.8,192.56,193.04,0.0
2005-01-21,193.65,194.25,192.37,192.97,0.0
2005-01-20,192.16,194.02,191.52,193.65,0.0
2005-01-19,190.61,192.86,190.38,192.2,0.0
2005-01-18,189.82,192.4,189.66,190.99,0.0
2005-01-17,190.63,191.35,189.44,190.01,0.0
2005-01-14,192.8,193.13,190.03,190.82,0.0
2005-01-13,192.8,193.83,192.44,192.66,0.0
2005-01-12,193.5,194.33,192.57,193.58,0.0
2005-01-11,194.03,195.8,193.63,194.08,0.0
2005-01-10,195.41,196.33,195.02,195.58,0.0
2005-01-07,196.86,197.07,195.22,195.99,0.0
2005-01-06,196.86,197.22,195.83,196.86,0.0
2005-01-05,196.16,196.99,195.52,195.99,0.0
2005-01-04,195.56,196.98,195.05,196.44,0.0
2005-01-03,195.55,197.19,195.33,195.69,0.0
2004-12-31,197.11,198.69,196.11,196.8,0.0
2004-12-30,198.91,199.75,197.94,198.11,0.0
2004-12-29,198.91,199.83,198.39,199.05,0.0
2004-12-28,198.88,200.08,198.52,198.61,0.0
2004-12-27,199.41,199.97,198.94,199.32,0.0
2004-12-24,199.25,199.89,198.82,199.16,0.0
2004-12-23,199.25,199.91,198.58,199.25,0.0
2004-12-22,199.57,201.46,198.6,199.69,0.0
2004-12-21,201.11,202.91,200.75,201.11,0.0
2004-12-20,202.52,203.38,202.02,202.53,0.0
2004-12-17,202.1,202.83,201.47,202.33,0.0
2004-12-16,202.1,202.99,201.22,202.38,0.0
2004-12-15,203.38,203.66,201.62,202.42,0.0
2004-12-14,201.62,203.47,201.1,203.36,0.0
2004-12-13,201.11,201.69,200.62,201.59,0.0
2004-12-10,201.39,201.69,200.82,201.22,0.0
2004-12-09,201.39,201.63,199.71,201.44,0.0
2004-12-08,200.19,201.96,199.68,201.23,0.0
2004-12-07,200.14,200.72,199.1,200.25,0.0
2004-12-06,198.28,200.44,197.92,200.24,0.0
2004-12-03,198.39,199.07,197.58,198.38,0.0
2004-12-02,198.39,198.66,197.38,198.58,0.0
2004-12-01,198.42,198.55,196.16,198.41,0.0
2004-11-30,194.75,196.94,194.39,196.7,0.0
2004-11-29,194.8,195.13,193.77,194.66,0.0
2004-11-26,193.53,195.0,193.46,194.22,0.0
2004-11-25,193.53,193.99,192.78,193.82,0.0
2004-11-24,193.33,193.83,192.72,193.35,0.0
2004-11-23,193.05,193.69,191.41,192.96,0.0
2004-11-22,191.8,192.0,190.96,191.85,0.0
2004-11-19,192.69,193.11,190.92,191.38,0.0
2004-11-18,192.69,193.58,192.55,192.72,0.0
2004-11-17,193.25,195.53,192.8,193.42,0.0
2004-11-16,195.25,195.58,194.27,195.17,0.0
2004-11-15,194.35,196.08,194.16,194.33,0.0
2004-11-12,196.3,196.8,195.16,195.94,0.0
2004-11-11,196.3,198.0,196.16,196.27,0.0
2004-11-10,197.69,198.0,195.99,197.83,0.0
2004-11-09,196.27,196.52,195.5,196.27,0.0
2004-11-08,195.66,196.35,195.27,195.82,0.0
2004-11-05,195.41,196.13,194.41,195.72,0.0
2004-11-04,195.41,196.72,194.8,195.5,0.0
2004-11-03,195.22,196.74,194.76,196.18,0.0
2004-11-02,195.33,195.63,194.74,195.11,0.0
2004-11-01,195.05,195.42,194.24,195.13,0.0
2004-10-29,194.47,194.66,193.67,194.24,0.0
2004-10-28,194.61,195.25,193.75,194.47,0.0
2004-10-27,194.61,196.47,194.33,194.57,0.0
2004-10-26,195.64,196.83,195.41,196.02,0.0
2004-10-25,196.44,196.75,195.38,196.52,0.0
2004-10-22,196.41,197.0,195.63,196.1,0.0
2004-10-21,196.41,197.07,195.69,196.49,0.0
2004-10-20,196.6,196.94,195.22,196.72,0.0
2004-10-19,195.61,196.63,195.16,195.36,0.0
2004-10-18,196.49,197.52,196.28,196.38,0.0
2004-10-15,196.88,197.38,196.13,197.17,0.0
2004-10-14,196.88,197.28,196.35,196.94,0.0
2004-10-13,196.82,197.03,195.91,196.88,0.0
2004-10-12,196.47,197.02,195.97,196.47,0.0
2004-10-11,196.46,196.69,195.89,196.61,0.0
2004-10-08,198.0,198.3,196.1,196.47,0.0
2004-10-07,198.0,198.3,197.47,198.11,0.0
2004-10-06,197.85,198.96,197.58,198.02,0.0
2004-10-05,198.0,198.38,197.47,198.11,0.0
2004-10-04,197.86,199.13,197.57,197.63,0.0
2004-10-01,199.33,199.64,197.66,198.74,0.0
2004-09-30,199.33,200.21,198.85,199.33,0.0
2004-09-29,199.52,202.0,199.16,199.61,0.0
2004-09-28,201.83,202.44,201.14,201.88,0.0
2004-09-27,199.57,201.29,199.39,201.1,0.0
2004-09-24,198.91,200.08,198.44,199.58,0.0
2004-09-23,198.91,199.72,196.89,199.05,0.0
2004-09-22,198.13,198.49,196.89,198.41,0.0
2004-09-21,197.11,197.91,196.07,197.19,0.0
2004-09-20,196.16,197.36,195.63,196.16,0.0
2004-09-17,196.44,197.88,196.16,196.44,0.0
2004-09-16,196.44,196.69,195.02,196.41,0.0
2004-09-15,195.52,197.11,195.14,195.36,0.0
2004-09-14,196.91,197.96,196.75,196.83,0.0
2004-09-13,197.57,198.61,196.38,197.69,0.0
2004-09-10,195.8,197.61,195.5,197.0,0.0
2004-09-09,195.8,196.13,194.96,195.97,0.0
2004-09-08,194.0,195.52,193.68,195.44,0.0
2004-09-07,196.01,196.3,193.63,193.88,0.0
2004-09-06,196.08,196.43,195.39,196.0,0.0
2004-09-03,195.8,196.57,194.96,196.38,0.0
2004-09-02,196.06,196.59,195.3,195.79,0.0
2004-09-01,196.72,197.01,195.81,196.08,0.0
2004-08-31,197.16,197.87,196.17,196.69,0.0
2004-08-30,196.22,197.62,196.0,197.11,0.0
2004-08-27,196.91,197.35,196.05,196.61,0.0
2004-08-26,196.91,198.16,196.3,196.94,0.0
2004-08-25,197.83,198.47,196.11,197.72,0.0
2004-08-24,196.38,198.86,195.83,196.44,0.0
2004-08-23,198.44,199.27,198.08,198.41,0.0
2004-08-20,200.27,200.61,198.27,198.58,0.0
2004-08-19,200.27,200.6,199.22,200.38,0.0
2004-08-18,201.09,201.39,199.16,199.28,0.0
2004-08-17,201.02,203.66,200.63,200.69,0.0
2004-08-16,203.22,204.69,203.05,203.22,0.0
2004-08-13,202.05,204.47,201.83,204.47,0.0
2004-08-12,202.05,203.22,201.86,201.91,0.0
2004-08-11,202.85,203.72,202.13,202.86,0.0
2004-08-10,203.32,204.05,203.16,203.32,0.0
2004-08-09,203.44,203.97,202.94,203.71,0.0
2004-08-06,203.66,204.02,201.88,203.33,0.0
2004-08-05,203.66,203.91,202.41,203.77,0.0
2004-08-04,202.88,203.33,201.52,202.71,0.0
2004-08-03,201.88,202.52,201.25,201.82,0.0
2004-08-02,202.24,203.25,201.83,202.19,0.0
2004-07-30,203.74,203.86,201.88,202.85,0.0
2004-07-29,203.74,204.16,202.88,203.47,0.0
2004-07-28,203.58,204.13,201.83,203.77,0.0
2004-07-27,202.08,202.88,201.88,202.07,0.0
2004-07-26,202.5,202.57,201.0,202.35,0.0
2004-07-23,202.27,202.61,201.36,201.72,0.0
